name,identifier,parent
Bwana-Moam-Tapen,None,yupn1242
Kewieng-Bonkiman-Nokopo,None,yupn1242
Unclassified Yupna,None,yupn1242
Wantoatic,None,fini1245
Wantoat-Awara,None,want1251
Gusap-Mot,None,fini1245
Ufim-Rawa-Nahu,None,gusa1245
Gira-Neko-Nekgini,None,gusa1245
Unclassified Gusap-Mot,None,gusa1245
Uruwa,None,fini1245
Sakam-Som,None,uruw1240
Unclassified Uruwa,None,uruw1240
Erap,None,fini1245
Boana,None,erap1240
Nek-Nuk,None,boan1245
Finungwan-Mamaa-Gusan,None,erap1240
Sauk-Nimi,None,erap1240
Warup,None,fini1245
Nuclear Warup,None,waru1269
Degenanic,None,nucl1777
Molet-Asaroo,None,nucl1777
Unclassified Nuclear Warup,None,nucl1777
Greater Binanderean,genus/binanderean,nucl1709
Binanderean,None,bina1276
North Binanderean,None,bina1279
Nuclear Binanderean,None,bina1279
South Binanderean,None,nucl1603
Orokaivic,None,sout2934
Coastal Binanderean,None,sout2934
Baruga-Doghoro,None,coas1297
Gaena-Korafe,None,coas1297
Hmong-Mien,None,tree
Mienic,None,hmon1336
Mien-Mun,None,mien1242
Hmongic,None,hmon1336
Paheng,None,hmon1337
Nuclear Hmongic-Ho Ne,None,hmon1337
Nuclear Hmongic,None,nucl1714
West Hmongic,None,nucl1720
Greater Chuanqiandian,None,west2803
Guiyang,None,grea1295
Mashan,None,grea1295
Chuanqiandian,None,grea1295
First Vernacular Hmong,None,chua1248
Hua Miao,hmo,firs1234
Unclassified First Vernacular Hmong,None,firs1234
Huishui,None,grea1295
North Hmongic,None,nucl1720
East Hmongic,None,nucl1720
Jiongnai-Ho Ne,None,nucl1714
Ho Neic,None,jion1235
Lepki-Murkim-Kembra,None,tree
Kiwaian,genus/kiwaian,tree
Turama-Kerewo,None,kiwa1251
Sahaptian,genus/sahaptian,tree
Sahaptin,None,saha1239
Southern Sahaptin,None,saha1240
Northern Sahaptin,shp,saha1240
Chapacuran,None,tree
Unclassified Chapakura,None,chap1271
Moreic-Waric,None,chap1271
Waric,None,more1263
Urupa-Yaru,None,wari1269
Wanham-Wari-Oro Win,None,wari1269
Wari-Oro Win,None,wanh1234
Moreic-Tora,None,more1263
Kujubim-More,None,more1264
Kitemoka-Tapakura,None,chap1271
Teberan,genus/teberan,tree
Huarpean,None,tree
Barbacoan,None,tree
Unclassified Barbacoan,None,barb1265
Coconucan,None,barb1265
Cayapa-Colorado,None,barb1265
Tsimshian,None,tree
Nishga-Gitxsan,None,tsim1258
Keresan,genus/keresan,tree
Nimboranic,genus/nimboran,tree
Outer Nimboranic,None,nimb1257
Mlap-Gresi-Kemtuik,None,oute1261
Gresi-Kemtuik,None,mlap1239
Tequistlatecan,genus/tequistlatecan,tree
Dajuic,genus/daju,tree
Eastern Dajuic,None,daju1249
Western Dajuic,None,daju1249
Nyala Dajuic,None,west2501
Yareban,None,tree
Yareba-Bariji-Nawaru,None,yare1250
Doriri-Abia,None,yare1250
Hibito-Cholon,None,tree
Ijoid,genus/ijoid,tree
Ijo,None,ijoi1239
Eastern Ijo,None,ijoo1239
KaKiBa-Nkoroo,None,east2383
KaKiBa,None,kaki1245
Western Ijo,None,ijoo1239
Inland Ijo,None,west2446
Bayono-Awbono,None,tree
Tangkic,genus/tangkic,tree
Southern Tangkic,None,tang1340
Kayardild-Yangkaal,None,sout2758
Marrku-Wurrugu,None,tree
Giimbiyu,None,tree
Urninganggic,None,giim1238
Matacoan,genus/matacoan,tree
Mataguayo I,None,mata1289
Mataguayo II,None,mata1289
Wichi,None,mata1291
Chorote,crt,mata1291
Kakua-Nukak,None,tree
Tucanoan,None,tree
Western Tucanoan,None,tuca1253
Napo Tucanoan,None,west2784
Siona-Secoya,None,napo1243
Sionan,None,sion1248
Koreguaje-Tama,None,west2784
Unclassified Tucanoan,None,tuca1253
Eastern Tucanoan,None,tuca1253
Eastern Eastern Tucanoan,None,east2698
Eastern Eastern Tucanoan II,None,east2702
Pisamira-Yuruti,None,east2708
Pisamira-Carapana,None,pisa1246
Tuyuca-Yuruti,None,pisa1246
Kotiria-Piratapuyo,None,east2708
Eastern Eastern Tucanoan I,None,east2702
Bara-Tatuyo,None,east2707
Western Eastern Tucanoan,None,east2698
Cubeo-Desano,None,west2789
Yupua-Siriano-Desano,None,cube1243
Siriano-Desano,None,yupu1234
Barasano-Eduria-Macuna,None,west2789
South Eastern Tucanoan,None,east2698
Otomanguean,None,tree
Eastern Otomanguean,None,otom1299
Amuzgo-Mixtecan,None,east2557
Amuzgoan,genus/amuzgoan,amuz1253
Mixtecan,genus/mixtecan,amuz1253
Mixtec-Cuicatec,None,mixt1422
Cuicatec,ctc,mixt1423
Mixtec,None,mixt1423
Southern Baja Mixtec,None,mixt1427
Northeastern Alta Mixtec,None,mixt1427
Central Baja Mixtec,None,mixt1427
Northern Alta Mixtec,None,mixt1427
Eastern Alta Mixtec,None,mixt1427
Teozacoalco Mixtec,None,east2735
Guerrero Mixtec,None,mixt1427
Northern Baja Mixtec,None,mixt1427
Coast Mixtec,None,mixt1427
West Coast Mixtec,None,coas1316
East Coast Mixtec,None,coas1316
Western Alta Mixtec,None,mixt1427
Trique,None,mixt1422
Popoloca-Zapotecan,None,east2557
Zapotecan,genus/zapotecan,popo1292
Chatino,None,zapo1436
Core Chatino,None,chat1268
Coastal Chatino,None,core1263
Eastern Chatino,None,coas1314
Zapotec,None,zapo1436
West Zapotec,None,zapo1437
West-Central West Zapotec,None,west2645
Core Zapotec,None,zapo1437
Papabuco,None,nucl1765
Narrow Core Zapotec,None,nucl1765
Miahuatecano,None,core1259
Miahuateco,None,miah1236
Central Core Zapotec,None,core1259
Western Valley Zapotec,None,cent2146
Extended Ocotepec Zapotec,None,west2947
Tilquiapanic,None,exte1234
Cisyautepequeño,None,cent2146
Mixtepec-Quioquitani-Quieri Zapotec,None,sout3003
Transyautepecan,None,cent2146
Northeast Yautepec,None,tran1297
Northeast Tehuantepec,None,tran1297
Northern Core Zapotec,None,core1259
Cajonosic,None,nort2987
Sierra Juarezic,None,nort2987
Rinconic,None,nort2987
Macrocoatecano,None,nucl1765
Coatecano,None,macr1276
Coatlan-Loxicha Zapotec,None,coat1245
Amatecano,None,macr1276
Popolocan-Mazatecan,None,popo1292
Mazatecan,None,popo1293
Mazatec A,None,maza1295
Mazatec C,None,maza1295
Mazatec B,None,maza1295
Central East Baja Mazatec,None,maza1308
Ixcatec-Chocho-Popolocan,None,popo1293
Chocho-Popolocan,None,ixca1247
Popolocan,genus/popolocan,choc1278
Western Ngigua,None,popo1294
Northern Ngigua,None,popo1294
Eastern Ngigua,None,popo1294
Western Otomanguean,None,otom1299
Tlapanec-Manguean,None,west2783
Subtiaba-Tlapanec,genus/subtiabatlapanec,tlap1252
Mephaa,None,subt1249
North-Central Mephaa,None,meph1234
West-Central Mephaa,None,nort3350
Manguean,None,tlap1252
Otopame-Chinantecan,None,west2783
Chinantecan,genus/chinantecan,otop1241
Chinantec Group V,None,chin1484
Central-Eastern Chinantec,None,chin1484
Southeastern Chinantec,None,cent2365
Chinantec Group III,None,sout3333
Chinantec Group IV,None,sout3333
Northwestern Chinantec,None,cent2365
Chinantec Group II,None,nort3349
Chinantec Group I,None,nort3349
Tlacoatzintepec-Chiltepec,None,chin1486
Otopamean,None,otop1241
Pamean,genus/pamean,otop1242
Matlatzincan,None,otop1242
Otomian,genus/otomian,otop1242
Otomi,None,otom1297
Eastern Otomi,None,otom1300
Southern Otomi,None,otom1300
Northwestern Otomi,None,otom1300
Mazahua,maz,otom1297
Southwestern Otomi,None,otom1297
Nuclear Torricelli,None,tree
Galu-Alu,None,nucl1708
Au-Olo-Elkei,None,nucl1708
Olo-Elkei,None,auol1234
West Wapei,genus/westwapei,nucl1708
One,None,west2580
Central-Northern One,None,onee1245
Nuclear Maimai,None,nucl1708
Heyo-Yahang,None,nucl1590
Marienberg,None,nucl1708
Elepi-Kamasau-Marienberg,None,mari1433
Mandi-Muniwara,None,mari1433
Nuclear Palai,None,nucl1708
Bragat-Aruop-Amol,None,nucl1722
Yangum-Ambrak,None,nucl1722
Yangum,None,yang1294
West Palai,None,nucl1708
Agi-Yeri,None,west2788
Unclassified Nuclear Torricelli,None,nucl1708
Yau-Yis,None,nucl1708
Ningil-Yil,None,nucl1708
Kombio-Arapesh-Urat,None,nucl1708
Arapesh,None,komb1276
Mufian-Bukiyip-Abu,None,arap1279
Bukiyip-Abu,None,mufi1239
Kombio-Yambes,None,komb1276
Kombioic,None,komb1271
Unclassified Kombio-Yambes,None,komb1271
Lengua-Mascoy,None,tree
Lengua,lng,leng1261
Eastern Enlhet-Enenlhet,None,leng1261
Nivkh,None,tree
